,Text,label
197,শয়তান বেটা জাকির নায়েক আমার বড় বোনকে ধর্ষণ করেছে এখন বিচার চাই বিচার হচ্ছে আল্লাহর ফাঁসি কার্যকর করা হবে ,2.0
198,জোরে জোরে ঘেউঘেউ কর রেন্ডিয়া রেন্ডিস্তান হাগুস্তানের পশ্চিম কঙ্গোর বালকাতার পাকি কুত্তা চোদা নিচু জাতের কাঙলু রিফুজি ,1.0
199,উটের গু মু খাওয়া বেশ্যা দেশি আল্কলাচুদা মাল্লু আল্লার ভদায় চুম্মা দিতে হজে জাবি না,2.0
200,চুদানাল্লা উট এর গু মুত ধন চুষা কোন  টাই বাদ দেয় নি তোদের চুদন মুহাম্মদ,2.0
201,উটের মূত্র পানকারী শিয়াদের সাথে একই চেয়ারে বসে তোর মায়ের যোনি ধোয়া পানি খা ইসকন টাকলু ছাপ নিচু জাতের মাদারচোদ মালাউন,1.0
202,সাধারণ মাটির সাথে ৩ কেজি বেশ্যালয়ের মাটি মিশিয়ে তৈরী জাতীয় পতিতা দূর্গার পুটকির বাশ খুলে গু সুদ্ধ মুখে দিয়ে পোদে ধোন ভরে ঘুমিয়ে পর বেজন্মা ,2.0
203,ধন চুশা নবি জাও উটের গু না পেলে আমার গু খেয়ে চুন্নত পালন কর,2.0
204,আল্লার কালা ভুদায় করোনা হয়েছে তাই চুম্মা চাটি বন্ধ আহারে গু দিয়ে সেনেটাইজ কর আল্লার ভুদা,2.0
205,আরে খানকির পোলা তোর ধর্ম নিয়ে চোদ আমাদেরটা নিয়ে কথা বলতে আসিস না মালোয়ান,1.0
206,আল্লাচুদা মাল্লু নিজের চোখেই দেখে নে,2.0
207,আল্ল;আচুদা মাল্লু উটের গু না পেলে আমার গু খেয়ে চক্সুন্নত পালন চুদা,2.0
208,ছি ছি এতটা পছা হিন্দুধর্মের লুকেরা,1.0
209,দোনিয়ার সব চেয়ে ইতর ধর্ম হিন্দুধর্মের লুকেরা,1.0
210,মুসলিম বলতেই হারামির জাত ওদের মধ্যে এইরকম হয় 	,1.0
211,মুসলিমদের  তারাও  খানকি  ছেলেদের ,2.0
212,এইতো  মুসলিমদের  ক্যারেক্টার   কোনো  ঠিক  নেই,1.0
213,সব  কয়টা  মোল্লা  খানকির  ছেলে মাদারচোদ কোথাকার,1.0
214,বেশির  ভাগ  সব  মোল্লা  এদের  গুলি  করে  এনকাউন্টার  করা  উচিত,2.0
215,ইসলাম  দুনিয়ার  জন্য  হারাম ,2.0
216,আর  যারা  রেপ  করেছে  সব  কটা  মুসলিম  ছেলে  ,1.0
217,দেখেন গিয়ে ইস্কনের সদস্য কিনা ইস্কনের মেম্বাররা এরকম গোঁড়া আর এগ্রেসিভ হয়,1.0
218,মা দূর্গার মূর্তি যখব বাশ দিয়ে খাড়া করে রাখিস তখন হাসি লাগে,1.0
219,মুসলিম  চোদ মুসলিমে হঠাও ভারত থেকে,2.0
220,যতো দিন হিন্দু একজোট হয়ে বিরোধিতা করবে না ততোদিন হিন্দু দের ওপর অতাচারিত হবে মুসলিম দুনিয়ার,1.0
